,id,network_id,degree,definition
6820,7150,75,66.0,"{""vector"": [0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1], ""active_index"": 6}"
7246,7246,75,67.0,"{""vector"": [0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1], ""active_index"": 15}"
7864,7392,75,68.0,"{""vector"": [0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 5}"
7865,7435,75,69.0,"{""vector"": [0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 12}"
8056,7561,75,70.0,"{""vector"": [0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 4}"
8280,7690,75,71.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 10}"
8278,7752,75,72.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 11}"
8593,7900,75,73.0,"{""vector"": [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 1}"
8912,7973,75,74.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 2}"
8913,8128,75,75.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 8}"
8924,8136,75,76.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 13}"
9384,8351,75,77.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 0}"
9410,8481,75,78.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 14}"
9402,8595,75,79.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 9}"
9400,8621,75,80.0,"{""vector"": [0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 3}"
9711,8764,75,81.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 7}"
2823,8863,75,82.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 6}"
5821,9011,75,83.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 15}"
8017,9105,75,84.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1], ""active_index"": 5}"
8093,9228,75,85.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1], ""active_index"": 12}"
9035,9237,75,86.0,"{""vector"": [0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1], ""active_index"": 4}"
9748,9369,75,87.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1], ""active_index"": 10}"
7940,9481,75,88.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 11}"
10097,9564,75,89.0,"{""vector"": [0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 1}"
10095,9693,75,90.0,"{""vector"": [0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 2}"
10411,9859,75,91.0,"{""vector"": [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 8}"
10536,9864,75,92.0,"{""vector"": [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 13}"
10539,10021,75,93.0,"{""vector"": [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 0}"
10903,10131,75,94.0,"{""vector"": [1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1], ""active_index"": 14}"
11024,10175,75,95.0,"{""vector"": [1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 9}"
11021,10323,75,96.0,"{""vector"": [1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 3}"
11067,10392,75,97.0,"{""vector"": [1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 7}"
11511,10601,75,98.0,"{""vector"": [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 6}"
11333,10616,75,99.0,"{""vector"": [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 15}"
11805,10775,75,100.0,"{""vector"": [1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 5}"
11654,10881,75,101.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 12}"
11910,10964,75,102.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 4}"
11979,11042,75,103.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1], ""active_index"": 10}"
12131,11157,75,104.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1], ""active_index"": 11}"
12333,11338,75,105.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 1}"
12469,11437,75,106.0,"{""vector"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 2}"
12795,11573,75,107.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 8}"
12800,11622,75,108.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 13}"
5415,11778,75,109.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 0}"
9555,11850,75,110.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 14}"
9904,12019,75,111.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1], ""active_index"": 9}"
10686,12037,75,112.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], ""active_index"": 3}"
11710,12157,75,113.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], ""active_index"": 7}"
12568,12280,75,114.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], ""active_index"": 6}"
12404,12371,75,115.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1], ""active_index"": 15}"
13144,12469,75,116.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 5}"
13398,12590,75,117.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 12}"
13400,12728,75,118.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 4}"
13336,12755,75,119.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 10}"
13591,12973,75,120.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 11}"
13813,12984,75,121.0,"{""vector"": [1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 1}"
13815,13076,75,122.0,"{""vector"": [1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 2}"
13850,13268,75,123.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 8}"
14147,13373,75,124.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0], ""active_index"": 13}"
14123,13423,75,125.0,"{""vector"": [1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], ""active_index"": 0}"
14371,13527,75,126.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0], ""active_index"": 14}"
14286,13621,75,127.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], ""active_index"": 9}"
14663,13803,75,128.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0], ""active_index"": 3}"
14670,13896,75,129.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0], ""active_index"": 7}"
14967,14011,75,130.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0], ""active_index"": 6}"
14963,14132,75,131.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0], ""active_index"": 15}"
15280,14239,75,132.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1], ""active_index"": 5}"
15339,14260,75,133.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1], ""active_index"": 12}"
15461,14429,75,134.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1], ""active_index"": 4}"
15692,14541,75,135.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1], ""active_index"": 10}"
16029,14631,75,136.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1], ""active_index"": 11}"
16033,14782,75,137.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 1}"
16224,14799,75,138.0,"{""vector"": [0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 2}"
16369,14964,75,139.0,"{""vector"": [0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 8}"
16370,15049,75,140.0,"{""vector"": [0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 13}"
16646,15116,75,141.0,"{""vector"": [0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 0}"
16366,15228,75,142.0,"{""vector"": [1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 14}"
16795,15427,75,143.0,"{""vector"": [1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1], ""active_index"": 9}"
7064,15486,75,144.0,"{""vector"": [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1], ""active_index"": 3}"
10551,15560,75,145.0,"{""vector"": [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1], ""active_index"": 7}"
12599,15672,75,146.0,"{""vector"": [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1], ""active_index"": 6}"
14271,15778,75,147.0,"{""vector"": [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1], ""active_index"": 15}"
14812,15991,75,148.0,"{""vector"": [1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0], ""active_index"": 5}"
14815,16094,75,149.0,"{""vector"": [1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0], ""active_index"": 12}"
15993,16120,75,150.0,"{""vector"": [1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0], ""active_index"": 4}"
16288,16274,75,151.0,"{""vector"": [1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0], ""active_index"": 10}"
15966,16338,75,152.0,"{""vector"": [1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0], ""active_index"": 11}"
16933,16510,75,153.0,"{""vector"": [1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 1}"
17016,16627,75,154.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 2}"
17018,16644,75,155.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 8}"
17430,16806,75,156.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 13}"
17258,16870,75,157.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 0}"
17565,16983,75,158.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0], ""active_index"": 14}"
17566,17111,75,159.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 9}"
17735,17151,75,160.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 3}"
17903,17257,75,161.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 7}"
17965,17411,75,162.0,"{""vector"": [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 6}"
18303,17672,75,163.0,"{""vector"": [1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 15}"
18235,17678,75,164.0,"{""vector"": [1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 5}"
18429,17761,75,165.0,"{""vector"": [1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 12}"
18585,17833,75,166.0,"{""vector"": [1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 4}"
18798,17867,75,167.0,"{""vector"": [1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0], ""active_index"": 10}"
18530,18013,75,168.0,"{""vector"": [1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 11}"
18935,18092,75,169.0,"{""vector"": [1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 1}"
18939,18172,75,170.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 2}"
19412,18389,75,171.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 8}"
19419,18504,75,172.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 13}"
19579,18572,75,173.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 0}"
19149,18698,75,174.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 14}"
19787,18843,75,175.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 9}"
19789,18905,75,176.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 3}"
19874,18990,75,177.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 7}"
19872,19116,75,178.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 6}"
19924,19155,75,179.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 15}"
20283,19243,75,180.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 5}"
20509,19294,75,181.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 12}"
20510,19507,75,182.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 4}"
20753,19642,75,183.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 10}"
20846,19779,75,184.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 11}"
21095,19884,75,185.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 1}"
21055,19956,75,186.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 2}"
21050,20028,75,187.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 8}"
21396,20184,75,188.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 13}"
21444,20241,75,189.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 0}"
2484,20388,75,190.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 14}"
6027,20507,75,191.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 9}"
10034,20572,75,192.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 3}"
13190,20663,75,193.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 7}"
15036,20759,75,194.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 6}"
17022,20845,75,195.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 15}"
17691,21016,75,196.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 5}"
17696,21089,75,197.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 12}"
19039,21136,75,198.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 4}"
19041,21294,75,199.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 10}"
20626,21416,75,200.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 11}"
21191,21492,75,201.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 1}"
21196,21593,75,202.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 2}"
21752,21690,75,203.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 8}"
17638,21779,75,204.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 13}"
22038,21854,75,205.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 0}"
22165,22097,75,206.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 14}"
22170,22196,75,207.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 9}"
22331,22301,75,208.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 3}"
22174,22379,75,209.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 7}"
22180,22408,75,210.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 6}"
22342,22583,75,211.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 15}"
22830,22691,75,212.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 5}"
22846,22829,75,213.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 12}"
22847,22866,75,214.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 4}"
22859,22959,75,215.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 10}"
23000,23038,75,216.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 11}"
23084,23197,75,217.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 1}"
23490,23306,75,218.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 2}"
23495,23497,75,219.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 8}"
23454,23540,75,220.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 13}"
23535,23684,75,221.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 0}"
23756,23761,75,222.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""active_index"": 14}"
23840,23827,75,223.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 9}"
23852,23946,75,224.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 3}"
23783,23984,75,225.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 7}"
23952,24120,75,226.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 6}"
24083,24148,75,227.0,"{""vector"": [1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0], ""active_index"": 15}"
24388,24346,75,228.0,"{""vector"": [1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 5}"
24531,24495,75,229.0,"{""vector"": [1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 12}"
24588,24594,75,230.0,"{""vector"": [1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1], ""active_index"": 4}"
24707,24734,75,231.0,"{""vector"": [1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1], ""active_index"": 10}"
24807,24790,75,232.0,"{""vector"": [1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1], ""active_index"": 11}"
24618,24871,75,233.0,"{""vector"": [1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 1}"
25010,24997,75,234.0,"{""vector"": [1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 2}"
24961,25044,75,235.0,"{""vector"": [1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 8}"
25196,25171,75,236.0,"{""vector"": [1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 13}"
25275,25220,75,237.0,"{""vector"": [1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 0}"
25314,25391,75,238.0,"{""vector"": [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1], ""active_index"": 14}"
25553,25465,75,239.0,"{""vector"": [0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 9}"
25554,25625,75,240.0,"{""vector"": [0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 3}"
25758,25727,75,241.0,"{""vector"": [0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 7}"
25593,25827,75,242.0,"{""vector"": [0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1], ""active_index"": 6}"
